lng,lat,type,line,name
2.140753189,41.41797288,METRO,L3,PENITENTS
2.1415147,41.3815315,METRO,L3,SANTS ESTACIÃ“
2.142550072,41.42527137,METRO,L3,VALL D'HEBRON
2.145480927,41.37857428,METRO,L3,TARRAGONA
2.145087117,41.41141065,METRO,L3,VALLCARCA
2.145193251,41.430856,METRO,L3,MONTBAU
2.147498125,41.4352445,METRO,L3,MUNDET
2.15030346,41.3751694,METRO,L3,ESPANYA
2.150393892,41.40660881,METRO,L3,LESSEPS
2.152817524,41.40230654,METRO,L3,FONTANA
2.15639432,41.43758,METRO,L3,VALLDAURA
2.159882153,41.37515627,METRO,L3,POBLE SEC
2.160475947,41.39576432,METRO,L3,DIAGONAL
2.164572672,41.39290496,METRO,L3,PASSEIG DE GRÃ€CIA
2.166080754,41.44203344,METRO,L3,CANYELLES
2.170346162,41.38629524,METRO,L3,CATALUNYA
2.170720373,41.37508872,METRO,L3,PARALÂ·LEL
2.173532548,41.38067497,METRO,L3,LICEU
2.17628723,41.37682687,METRO,L3,DRASSANES
2.17625478,41.44740337,METRO,L3,ROQUETES
2.184163514,41.44952367,METRO,L3,TRINITAT NOVA
2.163317374,41.40653236,METRO,L4,JOANIC
2.166164602,41.41178454,METRO,L4,ALFONS X
2.167684188,41.38962447,METRO,L4,PASSEIG DE GRÃ€CIA
2.168594148,41.40017927,METRO,L4,VERDAGUER
2.17140839,41.39526936,METRO,L4,GIRONA
2.173106433,41.38849,METRO,L4,URQUINAONA
2.173486568,41.43722392,METRO,L4,LLUCMAJOR
2.174537862,41.41600549,METRO,L4,HOSPITAL DE SANT PAU GUINARDÃ“
2.177696787,41.4242787,METRO,L4,MARAGALL
2.179127807,41.3839937,METRO,L4,JAUME I
2.178909037,41.44393777,METRO,L4,VIA JÃ_LIA
2.18566275,41.38268382,METRO,L4,BARCELONETA
2.191501408,41.3953105,METRO,L4,BOGATELL
2.192715565,41.38815609,METRO,L4,CIUTADELLA VILA OLIMPICA
2.197249966,41.39926649,METRO,L4,LLACUNA
2.203214797,41.40344976,METRO,L4,POBLENOU
2.20647416,41.42397068,METRO,L4,LA PAU
2.209961469,41.40816429,METRO,L4,SELVA DE MAR
2.210319169,41.42030092,METRO,L4,BESÃ’S
2.215690271,41.41501639,METRO,L4,BESÃ’S MAR
2.216971269,41.41197206,METRO,L4,EL MARESME FÃ’RUM
2.182306,41.44919,METRO,L4,TRINITAT NOVA
2.182477259,41.44929485,METRO,L11,TRINITAT NOVA
2.072406766,41.35616,METRO,L5,CORNELLÃ€ CENTRE
2.078906877,41.35771685,METRO,L5,GAVARRA
2.083996789,41.36276207,METRO,L5,SANT ILDEFONS
2.090784291,41.36606487,METRO,L5,CAN BOIXERES
2.099240967,41.37132766,METRO,L5,CAN VIDALET
2.106777532,41.37356743,METRO,L5,PUBILLA CASES
2.118299552,41.37580085,METRO,L5,COLLBLANC
2.127315373,41.37561425,METRO,L5,BADAL
2.135482866,41.3754539,METRO,L5,PLAÃ‡A DE SANTS
2.139296377,41.37970847,METRO,L5,SANTS ESTACIÃ“
2.141447187,41.42507592,METRO,L5,VALL D'HEBRON
2.145608274,41.38446376,METRO,L5,ENTENÃ‡A
2.148523208,41.42198345,METRO,L5,EL COLL / LA TEIXONERA
2.150987032,41.38904201,METRO,L5,HOSPITAL CLÃçNIC
2.155128244,41.42460609,METRO,L5,EL CARMEL
2.159162395,41.39489649,METRO,L5,DIAGONAL
2.161180661,41.42977166,METRO,L5,HORTA
2.166730834,41.39877801,METRO,L5,VERDAGUER
2.16776265,41.43083312,METRO,L5,VILAPICINA
2.173879547,41.40412621,METRO,L5,SAGRADA FAMÃçLIA
2.174877594,41.42974108,METRO,L5,VIRREI AMAT
2.176327039,41.41103034,METRO,L5,SANT PAU DOS DE MAIG
2.176477129,41.42587828,METRO,L5,MARAGALL
2.180941087,41.41500884,METRO,L5,CAMP DE L'ARPA
2.181611743,41.4235372,METRO,L5,CONGRÃ‰S
2.186899399,41.42156549,METRO,L5,LA SAGRERA
2.119000911,41.39897658,FGC,L6,REINA ELISENDA
2.124525589,41.39935934,FGC,L6,SARRIÃ€
2.130078121,41.39816342,FGC,L6,LES TRES TORRES
2.135116432,41.39790443,FGC,L6,LA BONANOVA
2.142756332,41.39864033,FGC,L6,MUNTANER
2.147018542,41.40138136,FGC,L6,SANT GERVASI
2.152198,41.399717,FGC,L6,GRÃ€CIA
2.152509231,41.39956389,FGC,L7,GRÃ€CIA
2.158109,41.39278,FGC,L6,PROVENÃ‡A
2.157958172,41.39291825,FGC,L7,PROVENÃ‡A
2.169742,41.385733,FGC,L6,CATALUNYA
2.169505607,41.38571653,FGC,L7,CATALUNYA
2.137175723,41.41023638,FGC,L7,AVINGUDA DEL TIBIDABO
2.139250581,41.40573996,FGC,L7,EL PUTXET
2.14261967,41.4036052,FGC,L7,PADUA
2.147575544,41.40141289,FGC,L7,PLAÃ‡A MOLINA
2.034691634,41.35772009,FGC,L8,MOLÃç NOU CIUTAT COOPERATIVA
2.043261796,41.34815455,FGC,L8,SANT BOI
2.068430099,41.35185495,FGC,L8,CORNELLÃ€:RIERA
2.08674829,41.35301999,FGC,L8,ALMEDA
2.103424439,41.35780313,FGC,L8,L'HOSPITALET:AV. CARRILET
2.111682815,41.36128044,FGC,L8,SANT JOSEP
2.117533257,41.3553694,FGC,L8,GORNAL
2.125371226,41.35701441,FGC,L8,EUROPA / FIRA
2.13046533,41.36140021,FGC,L8,ILDEFONS CERDÃ€
2.139360338,41.36823728,FGC,L8,MAGÃ’RIA LA CAMPANA
2.148630735,41.37455641,FGC,L8,ESPANYA
2.198552832,41.4572627,METRO,L9,CAN ZAM
2.205782845,41.45937553,METRO,L9,SINGUERLIN
2.210133119,41.44425516,METRO,L9,CAN PEIXAUET
2.212415214,41.45451214,METRO,L9,ESGLESIA MAJOR
2.215910831,41.44669334,METRO,L9,SANTA ROSA
2.186309,41.420784,METRO,L9,LA SAGRERA
2.186244867,41.42096946,METRO,L10,LA SAGRERA
2.193403,41.429742,METRO,L9,ONZE DE SETEMBRE
2.19313514,41.42975784,METRO,L10,ONZE DE SETEMBRE
2.205065,41.436122,METRO,L9,BON PASTOR
2.204796554,41.43607404,METRO,L10,BON PASTOR
,,METRO,L9S,AEROPORT T1
2.072968,41.303888,METRO,L9S,AEROPORT T2
2.073419,41.311544,METRO,L9S,MAS BLAU
2.087795,41.316709,METRO,L9S,PARC NOU
2.093685,41.321818,METRO,L9S,CENTRIC
2.090187,41.331414,METRO,L9S,EL PRAT ESTACIO
2.103082,41.329121,METRO,L9S,LES MORERES
2.111672,41.333675,METRO,L9S,MERCABARNA
2.127564,41.341584,METRO,L9S,PARC LOGISTIC
2.130599,41.352003,METRO,L9S,FIRA
2.125707,41.357636,METRO,L9S,EUROPA / FIRA
2.118084,41.360841,METRO,L9S,CAN TRIES / GORNAL
2.116492506,41.36875141,METRO,L9S,TORRASSA
2.118223,41.375705,METRO,L9S,COLLBLANC
2.111635,41.384077,METRO,L9S,ZONA UNIVERSITÃRIA
